Org Unit,Org Unit Code,OU Short Name,Org Unit Id,Parent Id
Kawinga Dispensary,2604,Kawinga-DISP,ozdBwLyST0J,o7sh3DOqth2
Kawiriza Outreach (Matiya),,Kawiriza Outreach (Matiya),VZ1HggHfZby,omQ3TWOHcDR
Kawiriza Village Clinic (Matiya),,Kawiriza Village Clinic (Matiya),XkKZAV1ZCjy,omQ3TWOHcDR
Kawiruwiru Outreach Clinic,,Kawiruwiru Outreach Clinic,pAKlGI16Vlc,hDkZbRiskMg
Kawiya Outreach Clinic,,Kawiya Outreach Clinic,yoNS7Q32Iig,zA0iPC953jV
Kawiya Village Clinic,,Kawiya Village Clinic,TMDffc0ff6V,zA0iPC953jV
Kawonekera Outreach Clinic,,Kawonekera Outreach Clinic,Yd0RgVvldX3,QM6V7PDrfLM
Kawonekera Village Clinic,,Kawonekera Village Clinic,aHi52pG0bDP,QM6V7PDrfLM
Kayala Outreach,,Kayala Outreach,odr3o69f8z2,s79dCXbcoCA
Kayala Village Clinic,,Kayala Village Clinic,sJNIAW6bNuu,s79dCXbcoCA
Kayaye Outreach Clinic (Mtimabi),,Kayaye Outreach Clinic (Mtimabi),cZUtfyTUfOL,U0L0TzkTg4Y
Kayeledzi Village Clinic (Tengani ),,Kayeledzi Village Clinic (Tengani ),MOpjwjz8cxb,O4OnTZDe6YW
Kayeleka Outreach Clinic,,Kayeleka Outreach Clinic,ZbQVJVPTOi6,ihG7TCzUsYI
Kayeleka Village Clinic,,Kayeleka Village Clinic,RqOMLTP4DQX,ihG7TCzUsYI
Kayelekera Health Centre,,Kayelekera-HC,gUUDKKk5DPr,WVBSPqTMrPP
Kayembe Health Centre,1310,Kayembe-HC,HYqblaD619d,S4Lr8zJqfHx
Kayembe Outreach,,Kayembe Outreach,kGvTWMbXGb8,ZctUHvWm292
Kayembe Village Clinic,,Kayembe Village Clinic,eCwAqy90ffn,ZctUHvWm292
Kayenda Village Clinic,,Kayenda V Clinic,FbM6eQ6ijLb,bthDRjgyzgo
Kayera Outreach Clinic,,Kayera Outreach Clinic,ioU44g9Tgv7,UNLZJ1Nr3sq
Kayera Outreach Clinic (Thambani),,Kayera Outreach Clinic (Thambani),bTM4ZsoRWtC,OfoB1qVuiwI
Kayera Village Clinic,,Kayera VC,eqym2txuoqf,UNLZJ1Nr3sq
Kayera Village Clinic (Thambani),,Kayera Village Clinic (Thambani),Iy6JiC4eRjT,OfoB1qVuiwI
Kayereka Outreach Clinic,,Kayereka Outreach Clinic,GnwypwXY6Rb,HcsIEmls8R2
Kayereka Village Clinic,,Kayereka Village Clinic,HgI7TvQyDNE,HcsIEmls8R2
Kayerekera Village Clinic,,Kayerekera VC,kZ3rZ1J4UFk,n7QRqzjmhbr
Kayerelera Health Centre,,Kayerelera Health Centre,hzmVZnj4BMv,WZ18joAt6xW
Kayesa Outreach Clinic,,Kayesa Outreach Clinic,kuYeV1Jc4XM,wNoaGHOI6Zl
Kayesa Outreach Clinic (Linyangwa),,Kayesa Outreach Clinic (Linyangwa),pdPTcbLSOlL,z9yDHU0ZYQd
Kayesa Village Clinic,,Kayesa Village Clinic,qTt6zsUDfRH,wNoaGHOI6Zl
Kayesa Village Clinic (Linyangwa),,Kayesa Village Clinic (Linyangwa),eS4qezOW4iK,z9yDHU0ZYQd
Kayinja Outreach,,Kayinja Outreach,IQ6CwfcRhnf,cZkBc7Ri1HF
Kayinja Village Clinic,,Kayinja Village Clinic,B9yom2iHpyb,cZkBc7Ri1HF
Kayiya Outreach Clinic (Sharpvale),,Kayiya Outreach Clinic (Sharpvale),s6sl7wX5xBj,Wwu7pZG2KuR
Kayola Outreach Clinic,,Kayola Outreach Clinic,yT6jq4Lsc4z,JeN3ydrU4lR
Kayola Village Clinic,,Kayola Village Clinic,kqEWFxcbQpA,fELrRZgvyHN
Kayolo Outreach Clinic,,Kayolo Outreach Clinic,XRIvC1aCCrl,ihG7TCzUsYI
Kayombo Outreach Clinic,,Kayombo Outreach Clinic,pHpSzX1bkIt,cIJ6LCvgpw0
Kayombo Village Clinic,,Kayombo VC,ftBZ6ETQENF,cIJ6LCvgpw0
Kayowozi Outreach Clinic,,Kayowozi Outreach Clinic,EsyIzZzJsd8,Sf6KvkaT3UQ
Kayoyo  Outreach Clinic (Nthondo),,Kayoyo  Outreach Clinic (Nthondo),qbbJVhvm1sa,xQBYdqlCMvU
Kayoyo Outreach Clinic,,Kayoyo Outreach Clinic,epZqi2kN1wB,sQnNX5Nbvu7
Kayoyo Village Clinic,,Kayoyo Village Clinic,oQjxQ5shP1a,sQnNX5Nbvu7
Kayoyo Village Clinic (Nthondo),,Kayoyo Village Clinic (Nthondo),nMjbJPVJf10,xQBYdqlCMvU
Kayuni-2 Village Clinic,,Kayuni-2 VC,CeqL2oHcG7X,haaT3dJc33b
Kayuwi Outreach Clinic (Mzandu),,Kayuwi Outreach Clinic (Mzandu),CMBNR4583nz,zbzy1EAHemL
Kayuwi Village Clinic (Mzandu),,Kayuwi Village Clinic (Mzandu),KM2Q7yQ76ax,zbzy1EAHemL
Kazando Outreach Clinic,,Kazando Outreach Clinic,AaYEBdRbMOs,cQ41y2ym2RV
Kazawe Outreach,,Kazawe Outreach,RDpGiDQEVE5,tfkK9FkHh3n
Kazawe Village Clinic,,Kazawe Village Clinic,Gx9H6ShssPE,tfkK9FkHh3n
Kazembe I Outreach (Magomero),,Kazembe I Outreach (Magomero),CrViF2TKRnZ,MfSWVpArbHS
Kazembe I Village Clinic (Magomero),,Kazembe I Village Clinic (Magomero),SThp87TqgzH,MfSWVpArbHS
Kazembe Outreach (Bimbi),,Kazembe Outreach (Bimbi),QiJseOBhvUX,gS8A33Rsqjr
Kazembe Outreach (Namandanje),,Kazembe Outreach (Namandanje),lx9xTzD4XPJ,KEPMWjMdxDG
Kazembe Outreach Clinic (Mtimabi),,Kazembe Outreach Clinic (Mtimabi),oQE1v7gakLk,U0L0TzkTg4Y
Kazembe Outreach Clinic (Nkalo),,Kazembe Outreach Clinic (Nkalo),dF9wmPmRM9E,Phu68UfvSy0
Kazembe Village Clinic,,Kazembe VC,xDV2h9Axh8h,U0L0TzkTg4Y
Kazembe Village Clinic (Bimbi),,Kazembe Village Clinic (Bimbi),Br43V66mSaU,gS8A33Rsqjr
Kazembe Village Clinic (Namandanje),,Kazembe Village Clinic (Namandanje),MQHkCfG1is6,KEPMWjMdxDG
Kazganthundulu Outreach Clinic,,Kazganthundulu Outreach Clinic,V98wvFKRjZg,TgIZdG9r95r
Kazganthundulu Village Clinic,,Kazganthundulu Village Clinic,qDtdx0Ox886,TgIZdG9r95r
Kazguli Village Clinic,,Kazguli VC,KoQII4uTfmZ,tjHJZDgKu6q
Kazingilira Outreach Clinic,,Kazingilira Outreach Clinic,pLfv7juFNPy,ypiAvIrP9U6
Kazingilira Village Clinic,,Kazingilira Village Clinic,NCry5EQ28Cc,ypiAvIrP9U6
Kazingizi Village Clinic (Nyamithuthu),,Kazingizi Village Clinic (Nyamithuthu),CEk7G4f4VwH,zCPRlak2MqT
Kazira Outreach,,Kazira Outreach,u06A7atNAux,rAdbHKHrveg
Kazira Village Clinic,,Kazira Village Clinic,VE9YDMNofV4,rAdbHKHrveg
Kaziwa Outreach Clinic (Ntchisi DH),,Kaziwa Outreach Clinic (Ntchisi DH),fGynaQvI1Wk,qXwx6gQyNBv
Kaziwa Village Clinic (Ntchisi DH),,Kaziwa Village Clinic (Ntchisi DH),Gmr45MmqWB0,qXwx6gQyNBv
Kazizira Outreach Clinic (Matapila),,Kazizira Outreach Clinic (Matapila),QGjcfRW3JUQ,nyBn1aFSTnl
Kazizira Village Clinic (Matapila),,Kazizira Village Clinic (Matapila),GPHbg8g0biC,nyBn1aFSTnl
Kazomba Outreach Clinic,,Kazomba Outreach Clinic,TK1KzthoyRH,H58PMzo9Xii
Kazomba Village Clinic,,Kazomba Village Clinic,eJKi4I7izhV,H58PMzo9Xii
Kazonga Outreach Clinic (Kamsonga),,Kazonga Outreach Clinic (Kamsonga),egNmK0gyBJq,m9IaQF4jaPL
Kazonga Village Clinic (Kamsonga),,Kazonga Village Clinic (Kamsonga),YnwCi3niMMW,m9IaQF4jaPL
Kazunga Outreach Clinic (Chifunga),,Kazunga Outreach Clinic (Chifunga),qXvUXgdlvOt,pciHYsH4glX
Kazunga Village Clinic (Chifunga),,Kazunga Village Clinic (Chifunga),UPpqy2HondJ,pciHYsH4glX
Kazungulira Outreach Clinic,,Kazungulira Outreach Clinic,BR7rhPSVy2x,dy2GeuSwyIq
Kazungulira Village Clinic,,Kazungulira Village Clinic,CAGbKg9VuXO,dy2GeuSwyIq
Kazuni Outreach Clinic,,Kazuni Outreach Clinic,oKOmIpJDhen,O6DhPzoQAUm
Kazuni School Village Clinic,,Kazuni School VC,Sry9iw1MEnp,O6DhPzoQAUm
Kazyozyo Health Centre,1614,Kazyozyo-HC,q4bVkSStlsm,UeDRejssxJd
kch Accounts,,kch Accounts,lHOq6XaTBln,tBadX7ZB9Xc
kch Administration Support Department,,kch Administration Support Department,tBadX7ZB9Xc,RY0I8Ha0azq
kch Anaethesia,,kch Anaethesia,BPj2X6bKUUD,VG3tXaAFnhX
kch Anaethesia,,kch Anaethesia,pDT6sjWbUMr,fOxzhQuzhf4
kch ART,,kch ART,xZjSkDQBtXo,g699zwDjYsN
kch Burns Unit,,kch Burns Unit,uQDJ13t7Ac9,vmFAlIXd0j1
kch Casualty OPD,,kch Casualty OPD,me2R0Q1p97J,vmFAlIXd0j1
kch Chifundo Palliative Care,,kch Chifundo Palliative Care,vPIl7xIhNpX,bJ0QBPMuwpI
kch Dental Department,,kch Dental Dept,VcQaxDFCVSX,RY0I8Ha0azq
kch Dialysis,,kch Dialysis,iuQ73ghJ8uM,g699zwDjYsN
kch Endoscopy,,kch Endoscopy,nqfLmJVPfHk,vmFAlIXd0j1
kch Epilepsy,,kch Epilepsy,bVXecVxeklZ,g699zwDjYsN
kch Ethel Antenatal Clinic,,kch Ethel Antenatal Clinic,ArAMTULgqN4,fOxzhQuzhf4
kch Ethel Gynae Ward,,kch Ethel Gynae Ward,Kyj0T85KKux,fOxzhQuzhf4
kch Ethel Maternity Ward,,kch Ethel Maternity Ward,wPXsYMKa7GW,fOxzhQuzhf4
kch Ethel Munthalika Nursery,,Ethel Muntharika,uUFPL3iZGrp,bJ0QBPMuwpI
kch Ethel OPD Gynae,,kch Ethel OPD Gynae,sAfmEJYI8uq,fOxzhQuzhf4
kch Eye Ward,,kch Eye Ward,UZfgUCxHFiO,z51sML21fcH
kch Female Medical,,kch Female Medical,uSj8kqgwLRc,g699zwDjYsN
Kch Female Orthopeadic  Ward,,Female Orthopaedic,V5YKw3pahGy,vmFAlIXd0j1
kch Female Surgical ward,,Female Surgical,Kar1Ie6C2Dj,vmFAlIXd0j1
kch General  Paying Ward,,kch General  Paying Ward,S46OXaWjjZf,mSKoFY7pb5h
Kch HDU,,kch HDU,NGR4j3FdGT4,bJ0QBPMuwpI
Kch HDU,,kch HDU,RK4p88V3hVT,fOxzhQuzhf4
Kch HDU,,kch HDU,s0VbLmMOffO,g699zwDjYsN
Kch HDU,,kch HDU,s1JjxkUJpGE,vmFAlIXd0j1
kch HTC,,kch HTC,G668DPJgGFT,g699zwDjYsN
kch Human Resources,,kch Human Resources,KU7t8T92RUw,tBadX7ZB9Xc
kch ICU,,kch ICU,Y4KgoT8GxM9,VG3tXaAFnhX
kch ICU Theatre Department,,kch ICU Theatre Department,VG3tXaAFnhX,RY0I8Ha0azq
kch Infertility Clinic,,kch Infertility Clinic,pPv0auRkX9h,fOxzhQuzhf4
kch Laboratory Department,,kch Laboratory Department,ZsbqAgD0L7d,RY0I8Ha0azq
kch Male Medical,,kch Male Medical,pr4gwOagwk9,g699zwDjYsN
kch Male Orthopaedic ward,,Male Orthopaedic,TCsyXgeOKR9,vmFAlIXd0j1
kch Male Surgical Ward,,Male Surgical,MW7FFbAS4aY,vmFAlIXd0j1
kch Medical Department,,kch Medical Dept,g699zwDjYsN,RY0I8Ha0azq
kch Medical Short Stay,,kch Medical Short Stay,hMcpCv4ss9Z,g699zwDjYsN
kch Mental Health,,kch Mental Health,LIkmxnrMtJ3,g699zwDjYsN
kch Mixed Department,,kch Mixed Department,mSKoFY7pb5h,RY0I8Ha0azq
kch Mortuary,,kch Mortuary,U0s7RnrBg9u,tBadX7ZB9Xc
kch Obs and Gynae Department,,kch Obs and Gynae Department,fOxzhQuzhf4,RY0I8Ha0azq
kch Oncology Department (Cancer Centre),,KCH Oncology,GGibsHr7fMh,RY0I8Ha0azq
kch Oncology Female Ward,,kch Oncology Female Ward,enp6Yd1be1U,GGibsHr7fMh
kch Oncology Male Ward,,kch Oncology Male Ward,TmTkpy6rG3F,GGibsHr7fMh
kch Oncology OPD,,kch Oncology OPD,NNAvUrfKB3A,GGibsHr7fMh
kch Oncology Paediatric Ward,,kch Oncology Paediatric Ward,zw8eLbN4Znw,GGibsHr7fMh
kch One Stop Center,,kch One Stop Center,bps3AtrGXhM,fOxzhQuzhf4
kch OPD 1 Medicine,,kch OPD 1 Medicine,MH0ePQGrmNz,g699zwDjYsN
kch OPD 2 Medicine,,kch OPD 2 Medicine,CaPAlREEedP,g699zwDjYsN
kch OPD 2 Orthopaedic,,kch OPD 2 Orthopaedic,sdWsGvsWFQF,vmFAlIXd0j1
kch OPD 2 Surgery,,kch OPD 2 Surgery,SNy4jG6QI2L,vmFAlIXd0j1
kch OPD ENT Clinic,,kch OPD ENT Clinic,yt4gS6Ys2NA,vmFAlIXd0j1
kch OPD Eye,,kch OPD Eye,fBvpf1o06Oq,z51sML21fcH
kch OPD Paeds,,kch OPD Paeds,rYVP6gWVJUL,bJ0QBPMuwpI
kch OPD Skin,,kch OPD Skin,NG5LAdRtV8g,g699zwDjYsN
kch OPD Urology,,kch OPD Urology,xrpTExOokqm,vmFAlIXd0j1
kch Ophthalmology Department,,kch Ophthalmology Dept,z51sML21fcH,RY0I8Ha0azq
kch Paediatric Ward,,kch Paediatric Ward,K0qrfO9OoNS,bJ0QBPMuwpI
kch Paediatrics Department,,kch Paediatrics Department,bJ0QBPMuwpI,RY0I8Ha0azq
kch Peads Nursery,,kch Peads Nursery,MEJTgKxkJdP,bJ0QBPMuwpI
kch Peads Surgical,,kch Peads Surgical,LphRMKuH4QJ,bJ0QBPMuwpI
kch Pharmacy Department,,kch Pharmacy Department,GUFsjOInEy9,RY0I8Ha0azq
Kch Physical Asset Management (PAM),,Kch PAM,SUkGiiUAjcD,tBadX7ZB9Xc
kch Physiotherapy Department,,kch Physiotherapy Department,k9fTdEOliSN,RY0I8Ha0azq
Kch Prosthesis (500 Miles),,Kch Prosthesis (500 Miles),ko6mU6X8CrB,vmFAlIXd0j1
kch Radiology Department,,kch Radiology Department,Q97kz1e8AAf,RY0I8Ha0azq
kch STI Clinic,,kch STI Clinic,ant3raLMlQ1,fOxzhQuzhf4
kch Surgical Department,,kch Surgical Department,vmFAlIXd0j1,RY0I8Ha0azq
kch Thandizo Palliative Care,,kch Thandizo Palliative Care,k3RKMifz4DK,g699zwDjYsN
kch Theatre,,kch Theatre,kfaUMegZJAY,VG3tXaAFnhX
kchTheatre,,kchTheatre,t4X972TKpim,fOxzhQuzhf4
Kella Outreach Clinic (Koche),,Kella Outreach Clinic (Koche),tVsEb1QTab3,O65d1uI6NGP
Kella Village Clinic,,Kella VC,cporXbhXz7R,Px30WvhGQQf
Kenani Outreach Clinic (Chitera),,Kenani Outreach Clinic (Chitera),y2uyecIK3AC,mxsHHN4zZft
Kenani Village Clinic (Chitera),,Kenani Village Clinic (Chitera),GiDWJ3dKN20,mxsHHN4zZft
Ketwel Chiwinga Village Clinic,,Ketwel Chiwinga VC,A1Z1O8fbdMH,WZ18joAt6xW
Keyala Village Clinic,,Keyala Village Clinic,pOumjBiYg3s,j94m3pNGJLw
Khajavu  Outreach (Chinyama),,Khajavu  Outreach (Chinyama),yh1Ua52h1nR,TxWRIMbBOpS
Khajavu Village Clinic (Chinyama),,Khajavu Village Clinic (Chinyama),newBHVCnPhR,TxWRIMbBOpS
Khalapadzuwa Outreach Clinic (M'bang'ombe I),,Khalapadzuwa Outreach Clinic (M'bang'ombe I),hRuXbqA9V9m,AsETHxlmpIL
Khale Outreach Clinic (Matope),,Khale Outreach Clinic (Matope),ktHafQGqRnR,GjNQ12Y2l0F
Khale Village Clinic (Matope),,Khale Village Clinic (Matope),HJoLWytqLf7,GjNQ12Y2l0F
Khama Private Clinic,4020,Khama Private Clinic,x647VZUetKI,MDkBXGJ5CyR
Khamanyenga Village Clinic (Gombe),,Khamanyenga Village Clinic (Gombe),KHSVt0lAnk9,fCCBqUju3Q4
Khambadza Village Clinic (Trinity),,Khambadza Village Clinic (Trinity),POKOC7HJZVl,iRQXiwCxsE8
Khana Outreach Clinic (Mlolo),,Khana Outreach Clinic (Mlolo),yC7EkkOJXbD,SlyRIl4cwOF
Khana Village Clinic (Mlolo),,Khana Village Clinic (Mlolo),ha9KjypkyyA,SlyRIl4cwOF
Khanaja Outreach (Waruma),,Khanaja Outreach (Waruma),o3VTcPRVp7E,uBmhSlPGXCC
Khanaja Village Clinic (Waruma),,Khanaja Village Clinic (Waruma),YeLXY2GHeJn,uBmhSlPGXCC
Khancha Outreach (Mwanga),,Khancha Outreach (Mwanga),RJLTLNeKoag,Js5P9ZU5K6r
Khancha Village Clinic (Mwanga),,Khancha Village Clinic (Mwanga),pUuGcIBDOyX,Js5P9ZU5K6r
Khanda Outreach (Makwapala),,Khanda Outreach (Makwapala),cQTOR6pYIf5,ctDR10R37Rw
Khanda Village Clinic (Makwapala),,Khanda Village Clinic (Makwapala),k21EcgiBIDI,ctDR10R37Rw
Khaneni Outreach (Mkwepere),,Khaneni Outreach (Mkwepere),OeQ9B2KVEx5,RQYBvIXGsDY
Khaneni Village Clinic (Mkwepere),,Khaneni Village Clinic (Mkwepere),RZOvM4kAaly,RQYBvIXGsDY
Khanga Outreach Clinic,,Khanga Outreach Clinic,WkXkm4615zH,hS2sYnTQbU3
Khanga Village Clinic,,Khanga Village Clinic,uJHIVwYh8TM,hS2sYnTQbU3
Khanganya Outreach Clinic (Bembeke),,Khanganya Outreach Clinic (Bembeke),QOezx9g73tp,spQpsut9f1B
Khanyanga  Outreach (Chambe),,Khanyanga  Outreach (Chambe),GO59LGrSLQX,Ln1grpEjzuK
Khanyanga Village Clinic,,Khanyanga VC,UbfmX9e65gJ,Ln1grpEjzuK
Khanyera Village Clinic (Makapwa SDA),,Khanyera Village Clinic (Makapwa SDA),egbQsS03Bvy,a6SFNf7F567
Khanyizira  Outreach (Bondo),,Khanyizira  Outreach (Bondo),iUUEXRNBLiB,XUpPIr0oxZ5
Khanyizira Village Clinic,,Khanyizira VC,WDS2L38TzgA,XUpPIr0oxZ5
Khasu Health Centre,,Khasu-HC,y34yv5aEYeA,MDkBXGJ5CyR
Khaula Outreach Clinic (Kukalanga),,Khaula Outreach Clinic (Kukalanga),PPKeRgtuvBy,QOSmQ9gyzBp
khaula Village Clinic,,khaula VC,CBRtVvey5yA,QOSmQ9gyzBp
Khave Village Clinic (Makapwa SDA),,Khave Village Clinic (Makapwa SDA),g8ehakRhWlu,a6SFNf7F567
Khereng'enda Outreach Clinic (Thekerani),,Khereng'enda Outreach Clinic (Thekerani),axpg7O1Fjv0,INxuyEdPFCm
Khobiri  Outreach (Chonde),,Khobiri  Outreach (Chonde),d63fUhPqTWv,TusMbw27jzb
Khogolo Village Clinic (Chimaliro),,Khogolo Village Clinic (Chimaliro),kyFRuGMVCoh,WraUiby57xZ
Khokhwa Outreach Clinic (Kanyezi),,Khokhwa Outreach Clinic (Kanyezi),IJ5ZCMOLhz8,U6sLs3tOzpC
Khokhwa Outreach Clinic (Nkhoma),,Khokhwa Outreach Clinic (Nkhoma),X1x2rJ3zLZz,wPja49DJa2A
Khokhwa Village Clinic (Nkhoma),,Khokhwa Village Clinic (Nkhoma),V4xMQmOwmLd,wPja49DJa2A
Khola Health Centre,1023,Khola-HC,PYQecgNXvAc,QWwg51OvU0a
Khola Labet Outreach (Zilindo),,Khola Labet Outreach (Zilindo),S3hOPkoxeUB,P3bvgqs7mIQ
Khola Outreach,,Khola Outreach,A2W3HvJ2vpM,xEhYcXNLUVr
Khola Outreach (Soche),,Khola Outreach (Soche),ivd7ESoAsBL,AiR2MD63tCb
Khola Village Clinic,,Khola Village Clinic,n5nTrvCBHwm,AiR2MD63tCb
Kholomana Outreach Clinic (Chimwawa),,Kholomana Outreach Clinic (Chimwawa),a3PJ0CX6bnA,IeJAi0sDcso
Kholongo Outreach Clinic (Ngoni),,Kholongo Outreach Clinic (Ngoni),vUiPPpykZkw,U1sHpxxw4WH
Kholongo Village Clinic (Ngoni),,Kholongo Village Clinic (Ngoni),l0xLGWZqItf,U1sHpxxw4WH
Kholoni Outreach,,Kholoni Outreach,vap4DZpV3wV,dFFBYFnomxH
Kholowa Village Clinic,,Kholowa Village Clinic,VpqI4hC1yNv,KVxcc4baK2p
Kholowere  Outreach Clinic (Malembo),,Kholowere  Outreach Clinic (Malembo),xL3303MUASd,UKbySUaELNM
Khomani Outreach Clinic (Mdeza),,Khomani Outreach Clinic (Mdeza),HaSJC1Da8hm,jJwUNjSxgTS
Khomawekha Outreach Clinic,,Khomawekha Outreach Clinic,aDyLkgnKXbQ,BOEaJ4eqVC9
Khombe Outreach Clinic (Chadza),,Khombe Outreach Clinic (Chadza),maEpVAZU6X7,cnyjtiMcC1D
Khombe Village Clinic,,Khombe Village Clinic,hwe40WeGMSU,tfkK9FkHh3n
Khombe Village Clinic (Chadza),,Khombe Village Clinic (Chadza),d4uZxfMS4Bx,cnyjtiMcC1D
Khombedza Health Centre,1406,Khombedza-HC,XcRAuC6ZPi0,hQXbPPfQtLy
Khombwe Outreach,,Khombwe Outreach,eQBAW6yct2J,ZaZEarjsHQX
Khomela Outreach Clinic (Matumba),,Khomela Outreach Clinic (Matumba),udN3QrBAxnx,I5QjWlvvwsI
Khomela Village Clinic (Matumba),,Khomela Village Clinic (Matumba),oOwklyXPQC4,I5QjWlvvwsI
Khomola Outreach Clinic,,Khomola Outreach Clinic,npR9ejpbcSe,kKaGzpI0IKd
Khomoli Village Clinic (Namasalima),,Khomoli Village Clinic (Namasalima),nmsxFcZ1jsx,mR7n2aiuf2m
Khonde Village Clinic,,Khonde Village Clinic,PC5jmGqTudc,Fz0tDlXVsn3
Khondowe Health Centre,310,Khondowe-HC,OxWyNMOFrbv,P1HnUkQDPw0
Khondowe Outreach Clinic (Matumba),,Khondowe Outreach Clinic (Matumba),bmO90a25UYh,I5QjWlvvwsI
Khongoni Health Centre,1518,Khongoni-HC,W8j3MAkrJe4,MDkBXGJ5CyR
Khong'onthero Outreach Clinic,,Khong'onthero Outreach Clinic,VwZyB3vsDNK,AMklHWTt6sX
Khonjeni Health Centre,3109,Khonjeni-HC,UkXVvwCLQgO,gd6cNp4HjsE
Khoromana Outreach Clinic (Namitambo),,Khoromana Outreach Clinic (Namitambo),gelcigYHF6r,TArV024FtcH
Khorwa Outreach Clinic,,Khorwa Outreach Clinic,aK1PV2ZQLCu,upbCscjsSDs
Khosolo Health Centre,516,Khosolo-HC,GVweqBeEYdR,PoWQdy5S9Xi
Khoswe Outreach Clinic (Kankao),,Khoswe Outreach Clinic (Kankao),COskcuGrPIV,HmTVrgdnucu
Khoswe Village Clinic (Kankao),,Khoswe Village Clinic (Kankao),AbpT1wg2yHj,HmTVrgdnucu
Khoviwa  Outreach (Mulanje Mission),,Khoviwa  Outreach (Mulanje Mission),nfFKzzUI6Ra,MKIDkeCfVCc
Khoviwa Village Clinic,,Khoviwa VC,MHoXCtC0cuU,MKIDkeCfVCc
Khoza Outreach,,Khoza Outreach,pM8FlUo5TnK,FexDaTn0HFG
Khufi Village Clinic,,Khufi Village Clinic,e3HD9sPLBdO,eLLoifuK7RA
Khuguwe Outreach Clinic (Mbalanguzi),,Khuguwe Outreach Clinic (Mbalanguzi),YeeEOeKvh7I,gRtggG07luV
Khula Outreach Clinic (Kamsonga),,Khula Outreach Clinic (Kamsonga),AcXwLZbUTSU,m9IaQF4jaPL
Khula Village Clinic (Kamsonga),,Khula Village Clinic (Kamsonga),evOvjDL7K6J,m9IaQF4jaPL
Khuluvi Outreach (Ngwelero),,Khuluvi Outreach (Ngwelero),YugO2wHyNXa,grLzTEcg70S
Khumalo Village Clinic,,Khumalo Village Clinic,CVCvEEmtSkz,ueVjB10KIyz
Khumbanyiwa Village Clinic (Bvumbwe),,Khumbanyiwa Village Clinic (Bvumbwe),OEOnD1ap1OI,c2h7xIrYLsw
Khungulu Health Centre,,Khungulu Health Centre,OJZfqWtdA8O,FEGZA6BEAjj
Khungwa Outreach Clinic,,Khungwa Outreach Clinic,CwjhHNXokDq,bWYHqt0OcHy
Khuni Outreach Clinic,,Khuni Outreach Clinic,a0Pl0m7LafW,Rf1rrKDqc9l
Khuvinda Outreach (Pirimiti),,Khuvinda Outreach (Pirimiti),VoWNFRcyPQ7,X3O5uAX04Z9
Khuvinda Outreach Clinic (Namitambo),,Khuvinda Outreach Clinic (Namitambo),cpsoM6vrju1,TArV024FtcH
Khuwi Health Centre,1205,Khuwi-HC,RgHJHBTtszj,EbpvGZRGG04
Khuyu 1 Village Clinic,,Khuyu 1 VC,oIhYjsLvtjs,ncumVqRrCMN
Khuyu 2 Village Clinic,,Khuyu 2 VC,sx2txVrIfeE,ncumVqRrCMN
Khuyu Health Post,,Khuyu-HP,BAqZcEsMqPg,ncumVqRrCMN
Khuyu Outreach Clinic,,Khuyu Outreach Clinic,cYdKENLCVYx,ncumVqRrCMN
Khuyu Village Clinic,,Khuyu Village Clinic,xzQMa8HyxWy,ncumVqRrCMN
Khuyukuyu Health Centre,572,Khuyukuyu-HC,q0KYGiBsenN,ZMhvihfvanx
Khuzumba Outreach (Nthorowa),,Khuzumba Outreach (Nthorowa),E5fuPeEjkEP,VSHsslABmXE
Khuzumba Village Clinic,,Khuzumba V Clinic,KntIlaOGpP6,VSHsslABmXE
Khwakwazi Outreach Clinic,,Khwakwazi Outreach Clinic,knDHVpWuxTS,E1n8QFnk7M2
Khwalala  Outreach (Nkomaula),,Khwalala  Outreach (Nkomaula),h2KcKrCmDBI,PY3CbMBy53P
Khwalala Village Clinic,,Khwalala VC,BQfn5HaBnid,PY3CbMBy53P
Khwapu Outreach Clinic,,Khwapu Outreach Clinic,TJSLtKaKhY9,sQnNX5Nbvu7
Khwapu Village Clinic,,Khwapu Village Clinic,bkEcSAwJiR2,sQnNX5Nbvu7
Khwawa Outreach Clinic,,Khwawa Outreach Clinic,epwf0pyXzW3,eXttdubBDLr
Khwekhwerere Outreach Clinic (Mganja),,Khwekhwerere Outreach Clinic (Mganja),LB5X5OlzmrN,qb1Mj9bHSca
Khwekhwerere Village Clinic (Mganja),,Khwekhwerere Village Clinic (Mganja),C4LGboctIfj,qb1Mj9bHSca
Khwema Outreach,,Khwema Outreach,TCjLMu4KYEg,ueVjB10KIyz
Khwema Village Clinic,,Khwema Village Clinic,HRk5c3P7wWo,ueVjB10KIyz
Khwere Outreach,,Khwere Outreach,rQMEOhLV8Q4,ekYnKIXnPPj
Khwerenia Village Clinic,,Khwerenia Village Clinic,MrIdXlZwu8s,cmCppSqIlzN
Khwethemule Outreach Clinic (Malamulo SDA),,Khwethemule Outreach Clinic (Malamulo SDA),uZd2skrO2AF,UKeSrLQeuCm
Khwethemule Village Clinic (Malamulo SDA),,Khwethemule Village Clinic (Malamulo SDA),tltALguMxE2,UKeSrLQeuCm
Khwidzi  Village Clinic,,Khwidzi  Village Clinic,RivrZYESVxJ,wrDImy8FHpR
Khwidzi Outreach Clinic,,Khwidzi Outreach Clinic,wWzXr0l3fEz,wrDImy8FHpR
